species,tissue_type,cancer_type,cell_name,cellontology_id,marker,Symbol,GeneID
Human,Blood,Normal,Natural killer cell,CL_0000623,NKG7,NKG7,4818
Human,Blood,Normal,Monocyte,CL_0000576,FCGR3A,FCGR3A,2215
Human,Blood,Normal,Red blood cell (erythrocyte),CL_0000232,ALAS2,ALAS2,212
Human,Peripheral blood,Normal,Monocyte,CL_0000576,IL6,IL6,3569
Human,Peripheral blood,Normal,Monocyte,CL_0000576,TNF,TNF,7124
Human,Peripheral blood,Normal,Monocyte,CL_0000576,IL1B,IL1B,3553
Human,Peripheral blood,Normal,Tissue resident macrophage,,KLF4,KLF4,9314
Human,Blood,Normal,Hematopoietic stem cell,CL_0000037,AVP,AVP,3454
Human,Blood,Normal,Hematopoietic stem cell,CL_0000037,CD34,CD34,2210
Human,Blood,Normal,Hematopoietic stem cell,CL_0000037,PROM1,PROM1,8842
Human,Blood,Normal,CD4+ T cell,CL_0000624,DLA-CTC,,
Human,Blood,Normal,Memory B cell,CL_0000787,TSC2,TSC2,7249
Human,Blood,Normal,Memory B cell,CL_0000787,SMAD4,SMAD4,4089
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,BASP1,BASP1,10409
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,CXCL8,CXCL8,3576
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,S100A9,S100A9,6280
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,IFITM3,IFITM3,10410
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,CD56,NCAM1,4684
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,IL2RB,IL2RB,3560
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,S100A8,S100A8,6279
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,SELL,SELL,6402
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,VNN2,VNN2,8875
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,IFIT3,IFIT3,3437
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,CX3CR1,CX3CR1,1524
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,ALOX5AP,ALOX5AP,241
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,S100A12,S100A12,6283
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,GZMB,GZMB,3002
Human,Peripheral blood,Normal,Naive B cell,CL_0000788,IGHM,IGHM,28402
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,HLA-DQA1,HLA-DQA1,3117
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,TRGC2,TRGC2,6967
Human,Peripheral blood,Normal,Naive B cell,CL_0000788,IGHD,IGHD,3495
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,FOS,FOS,2353
Human,Peripheral blood,Normal,B cell,CL_0000236,IGHM,IGHM,28402
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,IFI6,IFI6,2537
Human,Peripheral blood,Normal,B cell,CL_0000236,PAX5,PAX5,5079
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,CD3,,
Human,Peripheral blood,Normal,B cell,CL_0000236,SPIB,SPIB,6689
Human,Peripheral blood,Normal,Naive B cell,CL_0000788,IL4R,IL4R,3566
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,ZFP36,ZFP36,7538
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,HLA-DRB1,HLA-DRB1,3123
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,HLA-DRA,HLA-DRA,3122
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,CD3D,CD3D,915
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,GPR183,GPR183,1880
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,ISG15,ISG15,9636
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,CD74,CD74,972
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,PLBD1,PLBD1,79887
Human,Peripheral blood,Normal,Memory B cell,CL_0000787,AIM2,AIM2,9447
Human,Peripheral blood,Normal,B cell,CL_0000236,ITGB1,ITGB1,3688
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,TRAC,TRAC,9612
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,SPON2,SPON2,10417
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,QAS3,,
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,TRGC1,TRGC1,6983
Human,Peripheral blood,Normal,B cell,CL_0000236,FCRLA,FCRLA,84824
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,FCER1G,FCER1G,2207
Human,Peripheral blood,Normal,T cell,CL_0000084,CD3G,CD3G,445347
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,IFIT2,IFIT2,3433
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,IL18RAP,IL18RAP,8807
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,HLA-DPB1,HLA-DPB1,3113
Human,Peripheral blood,Normal,B cell,CL_0000236,IGHA1,IGHA1,3493
Human,Peripheral blood,Normal,B cell,CL_0000236,IGHD,IGHD,3495
Human,Peripheral blood,Normal,B cell,CL_0000236,FCER2,FCER2,2208
Human,Peripheral blood,Normal,B cell,CL_0000236,TCL1A,TCL1A,8115
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,CD160,CD160,11126
Human,Peripheral blood,Normal,B cell,CL_0000236,BCL11A,BCL11A,53335
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,IFI44L,IFI44L,10964
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,ITGA4,ITGA4,3676
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,MX1,MX1,4599
Human,Peripheral blood,Normal,T cell,CL_0000084,CD3D,CD3D,915
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,CD3E,CD3E,916
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,CYP1B1,CYP1B1,1545
Human,Peripheral blood,Normal,B cell,CL_0000236,PLPP5,PLPP5,84513
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,HLA-DPA1,HLA-DPA1,3113
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,ZBTB16,ZBTB16,7704
Human,Peripheral blood,Normal,B cell,CL_0000236,CD79B,CD79B,974
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,CD52,CD52,1043
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,CXXC5,CXXC5,51523
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,TRDC,TRDC,28526
Human,Peripheral blood,Normal,B cell,CL_0000236,FCRL1,FCRL1,84824
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,PADI4,PADI4,23569
Human,Peripheral blood,Normal,Classical monocyte,CL_0000860,EPSTI1,EPSTI1,94240
Human,Peripheral blood,Normal,T cell,CL_0000084,CD3E,CD3E,916
Human,Peripheral blood,Normal,B cell,CL_0000236,TNFRSF13C,TNFRSF13C,115650
Human,Peripheral blood,Normal,B cell,CL_0000236,YBX3,YBX3,8531
Human,Peripheral blood,Normal,B cell,CL_0000236,AHNAK,AHNAK,79026
Human,Peripheral blood,Normal,B cell,CL_0000236,HLA-DPB1,HLA-DPB1,3113
Human,Peripheral blood,Normal,Natural killer cell,CL_0000623,PRSS23,PRSS23,11098
